Estudo em anos;Renda em 2012;UF;Genero;Idade em 2012
5;1553,55;SC;M;69
12;1242,84;ES;M;54
9;983,915;RJ;M;28
1;1242,84;AP;F;49
16;1864,26;PE;M;56
16;3107,1;BA;M;49
12;1035,7;RS;F;49
9;994,272;RJ;F;42
12;1139,27;BA;M;29
9;1139,27;MG;M;39
2;2071,4;MS;M;64
9;3314,24;PR;M;31
12;1325,696;RJ;M;33
12;1242,84;SP;F;23
5;362,495;PA;F;56
9;1657,12;RS;M;31
5;816,1316;BA;M;37
8;2071,4;CE;M;51
6;1242,84;MG;F;39
4;1864,26;MG;M;61
14;2692,82;PR;M;31
14;1346,41;AP;F;24
16;4142,8;PE;F;55
6;2589,25;SP;M;42
12;4142,8;AP;M;37
12;51,785;CE;F;30
5;3624,95;MG;M;53
1;816,1316;RS;M;80
12;3624,95;RS;M;32
5;155,355;DF;F;59
9;911,416;RS;F;40
5;124,284;MG;F;54
12;2071,4;RJ;F;38
12;3107,1;SP;M;49
12;1553,55;MG;F;54
9;517,85;PA;M;39
16;6214,2;RJ;F;49
5;362,495;MA;M;69
16;1553,55;SC;M;44
16;2382,11;MG;F;47
12;828,56;AL;M;48
16;2071,4;MG;F;47
10;1346,41;PR;F;51
1;1346,41;RS;M;41
7;1035,7;AL;M;37
16;1553,55;RS;F;32
9;816,1316;MG;M;53
11;2071,4;AP;M;43
7;1553,55;MA;M;50
2;310,71;PE;M;36
9;1553,55;MA;M;48
5;621,42;SP;M;65
3;3107,1;PE;F;41
12;1760,69;RO;M;65
16;3107,1;RS;M;34
12;1501,765;SP;M;27
9;828,56;CE;M;28
9;932,13;GO;F;50
12;5178,5;SP;M;70
7;1632,2632;RS;M;48
12;1255,2684;PR;F;35
7;2278,54;MS;M;52
12;3935,66;PR;M;41
16;10357;DF;F;33
12;621,42;BA;M;36
5;362,495;PA;F;53
9;816,1316;BA;F;48
12;2351,039;PA;M;36
5;1553,55;MG;M;49
6;2485,68;SP;M;38
3;724,99;RJ;F;38
12;816,1316;BA;F;43
12;1242,84;AP;F;31
17;310,71;PA;M;21
4;816,1316;MG;M;43
13;3314,24;PR;M;39
9;859,631;SP;F;33
16;5178,5;RJ;F;56
12;1139,27;MS;M;37
9;816,1316;RS;M;44
6;1035,7;PA;M;35
5;828,56;MG;M;51
13;4349,94;BA;M;53
3;155,355;MA;M;49
5;3107,1;GO;M;64
3;828,56;GO;M;68
12;1449,98;CE;M;26
1;816,1316;BA;F;38
16;4764,22;MT;F;55
8;310,71;GO;F;45
12;1242,84;RJ;F;47
5;932,13;RS;F;44
16;6214,2;SC;M;52
5;1035,7;DF;F;75
16;4660,65;GO;M;36
12;828,56;RS;F;30
12;5178,5;RN;M;27
7;1060,5568;RO;M;57
6;807,846;BA;M;36
6;816,1316;BA;F;23
12;1242,84;PR;F;25
15;816,1316;MA;F;29
16;2589,25;RS;M;55
16;1035,7;RS;F;42
16;1553,55;MG;M;61
5;1864,26;RO;M;55
13;124,284;PA;F;21
4;466,065;PA;F;43
13;3935,66;RS;M;29
15;362,495;RJ;F;32
1;1242,84;RJ;F;58
16;973,558;PI;F;33
16;3832,09;RS;F;54
12;1191,055;RJ;M;24
12;1014,986;BA;M;30
5;1657,12;AC;M;51
16;1346,41;MG;M;33
16;4660,65;RN;F;51
12;258,925;BA;F;26
12;2071,4;PR;M;45
5;1864,26;SC;M;49
5;816,1316;BA;F;36
16;2485,68;MS;M;38
3;3107,1;PB;M;58
9;1346,41;RS;M;51
9;1035,7;MT;M;46
12;1553,55;SC;F;45
1;155,355;MA;F;47
12;383,209;PI;M;41
12;2899,96;SP;F;41
16;12428,4;DF;M;54
8;816,1316;MG;F;47
12;816,1316;CE;F;34
16;4142,8;SP;M;29
16;1812,475;RS;F;45
5;1553,55;AP;M;36
12;3107,1;SP;M;37
12;3314,24;PR;M;51
9;1864,26;CE;M;37
4;724,99;RJ;M;40
12;1553,55;RS;M;67
16;2382,11;PA;M;35
12;1657,12;TO;M;35
12;517,85;SE;F;33
13;1035,7;RO;M;25
6;816,1316;ES;F;64
16;2589,25;TO;M;37
10;362,495;PI;M;30
9;1553,55;SP;M;40
5;816,1316;MS;F;42
12;1087,485;PA;M;25
9;569,635;ES;F;41
7;816,1316;MG;F;60
12;1657,12;RO;F;24
10;362,495;CE;F;44
16;13464,1;BA;M;60
11;1035,7;PE;F;27
12;1553,55;MG;M;36
12;2071,4;MG;M;45
12;1657,12;MG;F;37
16;3624,95;DF;M;61
16;5178,5;DF;M;53
12;2071,4;RJ;M;44
12;828,56;PE;F;32
6;1242,84;BA;M;37
14;2071,4;PR;F;48
9;816,1316;MG;F;39
16;2071,4;RJ;F;39
7;1033,6286;AP;F;43
6;2100,3996;PA;M;47
16;2485,68;SP;M;31
12;2382,11;GO;F;50
5;1035,7;MG;F;76
11;1242,84;GO;M;28
12;207,14;PA;M;34
12;1657,12;MG;F;32
5;2485,68;MG;M;56
16;5178,5;SP;M;35
11;3314,24;SP;M;48
9;1632,2632;RJ;M;42
6;816,1316;AL;M;36
9;310,71;PA;M;60
7;816,1316;SP;M;43
12;1864,26;PR;M;31
11;103,57;MG;F;29
13;1553,55;PE;F;34
7;1553,55;PA;M;40
16;1035,7;BA;M;51
1;36,2495;PI;M;35
15;414,28;DF;F;56
11;1657,12;PR;M;24
12;1449,98;PE;M;50
8;2071,4;RJ;M;55
16;517,85;SP;F;29
12;2071,4;PE;M;62
11;1346,41;MA;M;31
12;5178,5;SP;M;58
12;1553,55;RJ;M;43
11;2382,11;CE;M;25
1;310,71;PI;M;53
16;1760,69;MG;F;26
1;517,85;PI;M;57
7;956,9868;PR;M;29
5;20,714;PI;M;24
12;4142,8;CE;M;33
16;4142,8;RS;F;34
7;828,56;GO;F;58
11;1501,765;PR;F;33
12;816,1316;TO;F;49
16;6214,2;RS;M;39
12;983,915;BA;M;30
6;1242,84;MT;F;63
12;1553,55;PA;M;43
16;1242,84;DF;F;39
12;816,1316;PA;M;21
16;3624,95;PR;M;62
9;828,56;MA;M;35
5;994,272;MG;M;59
12;1553,55;SP;F;45
12;2071,4;GO;M;45
12;1657,12;AP;M;43
16;517,85;RJ;M;65
4;816,1316;PA;M;40
16;5178,5;RJ;M;27
12;2071,4;MG;M;43
12;932,13;AC;M;36
10;828,56;PR;M;51
16;4660,65;SP;F;24
16;2237,112;GO;F;45
5;3386,739;SE;F;53
16;2589,25;RJ;F;60
12;828,56;AC;F;41
12;1760,69;RJ;F;48
9;828,56;CE;F;38
9;828,56;PE;M;32
12;2071,4;RS;M;40
6;1046,057;PR;M;49
12;8285,6;PA;M;50
9;2589,25;BA;M;54
7;724,99;CE;M;46
3;816,1316;PE;M;49
16;1553,55;MS;M;53
12;1242,84;PA;F;33
1;1242,84;PE;M;42
7;2589,25;MG;M;40
5;1035,7;SP;M;36
10;51,785;BA;F;24
9;1035,7;MG;M;60
16;3624,95;RS;M;28
12;4867,79;PA;F;37
6;2071,4;SC;M;60
6;1657,12;RS;M;41
12;1116,4846;SC;M;26
12;854,4525;AP;M;24
9;248,568;PR;F;63
6;2444,252;MG;M;35
5;724,99;MA;M;40
6;816,1316;CE;F;48
12;880,345;AC;M;33
12;2071,4;PI;M;51
7;816,1316;AP;M;67
12;1035,7;AP;F;27
16;2589,25;GO;M;30
12;621,42;PA;F;48
16;5696,35;MG;M;55
12;1553,55;RS;M;28
4;1035,7;MG;M;79
9;1760,69;BA;M;43
8;1346,41;SP;M;30
16;15535,5;SP;M;61
11;621,42;RJ;F;60
5;517,85;RO;M;56
12;1553,55;BA;M;31
16;3107,1;DF;F;47
12;1449,98;PA;F;52
15;12428,4;SP;M;59
12;1242,84;CE;M;37
1;816,1316;AL;M;43
12;1035,7;AC;F;38
10;816,1316;AL;F;27
12;2071,4;ES;M;53
12;4142,8;PR;M;42
16;5178,5;MG;M;36
16;4660,65;RJ;M;36
9;828,56;RS;M;59
5;2071,4;SC;M;51
12;828,56;RR;F;40
12;1139,27;RN;M;35
9;1242,84;AP;M;30
6;1063,6639;PR;F;28
9;1864,26;PR;M;29
12;1553,55;MT;M;34
12;3624,95;SP;M;40
8;816,1316;MT;M;47
12;3107,1;RJ;M;50
1;99,4272;PI;M;35
1;124,284;RS;M;57
14;442,2439;PE;F;42
9;816,1316;MG;M;60
12;1553,55;SP;M;28
9;973,558;GO;M;27
3;859,631;RS;M;56
12;1035,7;MT;F;34
15;1967,83;RS;M;26
16;2589,25;MG;M;48
1;414,28;AP;M;53
12;1657,12;RS;M;33
12;1702,6908;RJ;F;36
9;1242,84;DF;F;35
12;1139,27;AL;M;45
7;1449,98;RS;M;36
16;1035,7;SP;M;54
7;1035,7;PR;F;19
3;1553,55;RJ;M;50
16;7249,9;MG;M;37
12;1242,84;RN;M;48
8;816,1316;MG;M;54
12;1139,27;DF;M;40
12;1346,41;PA;F;59
16;1242,84;PA;F;37
5;1242,84;CE;M;46
16;2382,11;PE;M;36
1;1553,55;RJ;M;50
16;207,14;PE;M;45
16;14499,8;RJ;M;36
5;310,71;PA;F;75
16;3107,1;MG;F;23
16;3107,1;DF;F;34
9;1242,84;RJ;M;42
16;2071,4;BA;M;54
4;816,1316;RJ;M;36
11;932,13;CE;F;47
16;1864,26;PR;M;29
1;517,85;BA;M;72
12;2071,4;DF;F;33
3;1760,69;MG;M;49
12;1014,986;MT;F;24
6;1553,55;CE;F;56
12;2174,97;DF;M;40
16;3107,1;RS;F;30
11;1242,84;PA;M;47
1;2071,4;TO;M;50
10;4142,8;AP;M;45
16;1680,9411;BA;F;40
7;816,1316;RR;M;25
11;1048,1284;GO;F;42
9;1242,84;SC;M;28
8;68,3562;MA;M;40
2;1035,7;RS;F;56
5;1346,41;SP;M;31
12;1035,7;MG;F;38
12;1553,55;MG;M;58
12;1632,2632;AP;F;50
1;1035,7;PR;M;38
5;1553,55;RJ;M;60
12;1967,83;RJ;M;50
12;3107,1;MG;M;27
1;1035,7;PR;M;55
6;414,28;CE;F;59
15;1454,1228;GO;F;43
12;1242,84;SP;F;39
1;816,1316;TO;F;50
12;2589,25;PR;M;28
5;1553,55;SP;M;29
1;434,994;CE;M;52
6;621,42;BA;F;46
12;816,1316;SP;F;51
6;1035,7;MG;M;50
11;1346,41;MT;F;50
12;816,1316;BA;M;36
1;1139,27;AP;F;61
15;1035,7;PB;M;30
11;1553,55;CE;F;32
2;776,775;MA;M;39
12;1864,26;SP;M;31
12;1553,55;BA;M;25
16;23821,1;RJ;F;52
16;14499,8;PR;M;67
12;2071,4;GO;M;45
16;1449,98;CE;M;35
7;1346,41;SP;M;53
10;517,85;AL;M;24
1;103,57;RN;M;53
9;1035,7;RS;M;55
5;776,775;MG;M;52
5;207,14;GO;F;53
12;911,416;BA;M;34
12;1553,55;GO;M;55
12;1242,84;AC;M;46
7;816,1316;PE;M;48
6;1967,83;RS;M;56
1;2071,4;AP;F;54
10;866,8809;BA;M;35
9;1139,27;PR;M;49
9;2071,4;MT;M;37
6;3107,1;SP;M;60
4;1294,625;SP;F;44
10;724,99;GO;F;56
6;1553,55;PA;M;31
12;932,13;MG;M;40
12;2071,4;SC;M;35
12;2071,4;RS;M;49
12;4142,8;PR;M;28
8;2071,4;SP;M;31
16;1242,84;TO;F;31
16;1760,69;PA;F;46
9;1553,55;RN;M;57
7;1242,84;RS;M;45
12;816,1316;BA;F;23
6;414,28;CE;M;58
13;1242,84;RJ;F;25
6;1009,8075;RO;M;25
1;1553,55;RS;M;54
5;1035,7;SC;M;64
14;2174,97;PR;F;31
17;310,71;AP;F;29
16;2071,4;SP;F;50
16;12428,4;ES;M;37
6;816,1316;CE;M;40
12;5178,5;SP;F;34
9;621,42;MA;M;26
17;1553,55;SP;M;46
1;310,71;PE;M;59
12;1035,7;CE;M;43
16;4660,65;SP;M;39
11;1346,41;GO;M;25
12;466,065;RJ;F;56
12;1601,1922;PE;F;29
12;1139,27;GO;M;37
15;22785,4;PE;M;55
8;2899,96;SP;M;58
16;816,1316;MG;F;24
12;3107,1;RJ;M;44
12;816,1316;CE;M;18
12;2278,54;MS;M;26
14;1532,836;BA;F;29
9;300,353;MA;M;62
13;5178,5;SP;F;34
12;258,925;BA;M;24
9;1242,84;GO;M;49
8;1553,55;MG;M;31
2;1294,625;ES;M;45
10;1020,1645;PA;M;19
12;517,85;SP;F;32
4;310,71;PA;M;16
12;1657,12;PB;M;49
1;621,42;MA;M;59
12;414,28;PE;F;58
12;1242,84;PR;M;35
9;816,1316;SP;F;61
12;525,0999;PB;F;42
12;8285,6;PE;M;52
9;1242,84;SP;M;42
8;517,85;AL;M;47
9;1242,84;RS;M;54
12;1035,7;MG;M;32
12;1139,27;RS;F;29
12;2071,4;ES;M;47
12;828,56;PE;M;48
14;5282,07;RS;M;31
7;408,0658;MG;M;66
16;2589,25;PR;M;30
12;816,1316;GO;M;50
5;4039,23;MG;M;42
8;414,28;SE;M;31
11;1553,55;TO;M;43
16;20714;PR;M;65
7;155,355;BA;M;24
12;2382,11;SP;M;55
16;1242,84;MG;M;47
4;621,42;BA;M;55
9;3107,1;SC;M;50
16;2899,96;RJ;M;39
15;5178,5;SC;M;46
15;2692,82;MT;F;36
12;880,345;MG;M;38
12;816,1316;SP;F;45
5;1553,55;MG;M;41
1;207,14;PA;M;66
12;2382,11;BA;M;48
9;816,1316;DF;F;29
12;1553,55;SP;M;38
1;932,13;MT;M;40
12;828,56;PE;F;26
16;3314,24;PA;F;58
1;621,42;CE;M;41
9;1242,84;CE;M;51
12;3107,1;MG;M;25
9;1657,12;RS;M;30
12;621,42;SP;F;37
2;2589,25;BA;M;57
12;517,85;CE;M;19
13;5178,5;RJ;F;66
16;1035,7;PE;M;36
9;816,1316;RS;M;30
1;517,85;PA;F;65
12;3107,1;DF;M;64
1;31,071;SP;M;66
12;517,85;RN;F;50
11;828,56;PA;M;23
9;828,56;ES;M;27
4;310,71;PE;M;24
12;310,71;BA;F;40
4;103,57;PR;M;67
9;1242,84;RJ;M;45
12;816,1316;BA;M;28
12;816,1316;AL;M;23
12;828,56;RS;F;27
1;1242,84;GO;M;60
6;289,996;PE;F;45
10;3107,1;RN;F;58
4;816,1316;RJ;M;59
9;5178,5;PR;M;33
12;6628,48;SP;M;52
8;1657,12;PE;M;40
4;1449,98;GO;M;56
13;258,925;ES;F;35
16;1615,692;CE;F;50
12;5696,35;MS;M;34
11;1657,12;SC;M;29
9;1553,55;GO;M;51
16;3624,95;SP;M;30
11;82,856;MA;M;47
1;1242,84;MG;M;36
12;2589,25;PI;M;30
9;921,773;PE;M;41
7;2029,972;MG;M;38
7;310,71;RN;M;53
12;2071,4;PR;M;21
6;983,915;RS;F;59
3;414,28;BA;M;37
5;880,345;BA;M;58
9;2071,4;SC;M;36
13;3107,1;SC;M;36
8;621,42;RS;F;52
16;6214,2;PR;M;40
5;207,14;SP;F;71
12;1632,2632;MG;F;34
10;434,994;BA;F;46
4;816,1316;SC;M;56
13;4349,94;PE;M;36
6;1035,7;SP;M;43
12;5178,5;SP;M;46
1;310,71;SP;F;66
12;1242,84;RJ;F;45
12;816,1316;PI;M;34
16;932,13;SP;F;50
12;2071,4;SP;M;57
15;816,1316;PR;M;30
5;1553,55;MG;M;45
9;2589,25;BA;M;40
7;1294,625;GO;M;37
3;2382,11;RJ;M;61
12;2071,4;MT;M;25
2;724,99;AP;M;48
12;2226,755;SC;M;36
16;8285,6;MG;M;58
12;816,1316;MG;M;52
16;12428,4;MG;M;33
5;414,28;SP;M;57
12;932,13;RS;F;31
6;1294,625;SP;M;50
12;1553,55;RS;M;26
12;1035,7;GO;F;53
12;1242,84;RJ;F;29
9;2071,4;RS;M;35
1;517,85;MA;M;54
9;1242,84;PR;M;48
11;1035,7;SP;M;29
16;3107,1;AL;M;69
2;1242,84;SP;M;40
12;816,1316;CE;M;24
9;2589,25;GO;M;31
12;1242,84;BA;M;34
5;1035,7;SP;F;60
16;1294,625;RJ;F;31
9;517,85;AC;M;95
12;1449,98;SC;F;36
5;155,355;CE;M;56
16;8285,6;PE;F;65
9;1035,7;GO;M;59
12;1864,26;PR;F;57
9;1035,7;MS;M;63
8;1864,26;SP;M;45
12;1449,98;RS;F;40
12;1035,7;PE;F;44
16;4660,65;SC;M;35
1;1242,84;RJ;M;41
9;724,99;CE;F;25
1;62,142;CE;M;39
12;3107,1;RJ;M;30
1;816,1316;MG;M;43
12;693,919;BA;F;56
3;310,71;MA;M;38
16;4660,65;MS;M;41
16;7249,9;SP;F;33
1;724,99;GO;M;76
9;414,28;BA;F;47
2;816,1316;MG;M;65
16;3314,24;DF;M;44
16;2589,25;PB;M;37
4;1553,55;BA;M;48
9;1657,12;PR;M;49
3;1242,84;RJ;M;45
12;3293,526;SE;M;35
7;414,28;MG;M;57
10;1118,556;CE;M;36
16;4142,8;MG;F;38
9;2899,96;SP;M;49
16;4142,8;MS;M;33
13;816,1316;PB;F;49
12;816,1316;PR;F;49
12;310,71;AP;M;44
1;134,641;MA;F;66
15;8285,6;DF;F;34
12;310,71;BA;F;40
15;3107,1;DF;M;45
2;816,1316;PE;M;68
1;517,85;MA;M;59
12;2071,4;SP;M;69
12;3107,1;RO;M;28
12;828,56;PE;M;35
3;414,28;PR;M;46
12;983,915;PA;F;34
3;816,1316;PR;M;53
12;873,0951;MG;F;29
11;19056,88;MG;M;60
6;1242,84;MT;M;18
9;724,99;MA;M;29
14;4080,658;RS;M;35
12;1242,84;PA;F;52
9;1398,195;RJ;M;33
16;2278,54;MS;F;41
11;828,56;RN;M;25
12;724,99;RO;M;49
9;4142,8;MG;M;58
12;854,4525;PI;F;33
5;4142,8;MG;M;70
16;1354,6956;GO;F;34
5;1035,7;PA;M;39
16;3624,95;RJ;M;57
12;1025,343;AP;F;54
12;816,1316;MT;F;34
12;1035,7;AP;M;35
16;12428,4;SP;M;53
16;1757,5829;RJ;F;50
9;497,136;PR;F;32
13;6214,2;ES;F;47
12;3107,1;BA;M;43
12;1553,55;AP;M;30
9;816,1316;BA;F;62
12;1553,55;PA;F;30
16;4142,8;DF;F;45
7;4142,8;SP;M;42
9;816,1316;BA;M;60
16;5178,5;CE;M;38
13;1760,69;AP;M;23
9;3107,1;TO;M;46
7;816,1316;CE;M;31
16;4142,8;BA;M;43
13;6732,05;MG;M;36
4;621,42;RO;M;30
12;2589,25;RS;F;51
16;12428,4;TO;M;63
11;828,56;SP;F;52
3;1035,7;PR;F;48
15;4142,8;SP;M;40
9;1657,12;MG;M;41
12;2589,25;SP;M;38
5;517,85;ES;M;60
12;1035,7;PR;M;34
12;310,71;ES;F;50
12;2589,25;GO;M;49
12;3107,1;BA;M;51
11;1139,27;SC;M;31
6;408,0658;RS;F;43
16;19850,2262;DF;F;62
1;1553,55;ES;M;77
5;2071,4;SP;M;29
13;2071,4;MG;M;42
9;517,85;MG;F;65
7;816,1316;RJ;F;52
2;828,56;MG;M;32
5;517,85;CE;F;46
12;517,85;MA;M;25
12;1481,051;GO;M;43
16;3107,1;SC;M;50
16;724,99;RJ;F;46
11;816,1316;PE;F;46
16;10357;RJ;M;56
12;414,28;AP;M;32
12;2448,3948;PE;F;64
16;6007,06;RR;F;43
9;1632,2632;BA;M;33
12;1346,41;RJ;F;62
6;1605,335;SP;M;43
8;1242,84;RJ;M;46
16;7249,9;RS;F;37
6;1553,55;MA;M;39
4;4142,8;GO;M;46
1;1449,98;PR;M;39
5;1035,7;MG;M;38
6;621,42;RS;M;44
16;12428,4;SP;F;50
12;1553,55;RO;F;36
6;1367,124;MG;M;52
12;1553,55;RS;M;33
16;5178,5;SP;F;51
13;2589,25;SP;F;25
12;2071,4;PE;F;68
14;1553,55;RJ;M;37
2;816,1316;BA;M;48
1;818,203;PR;M;31
12;1242,84;SP;M;32
5;414,28;RJ;M;60
12;828,56;BA;F;46
14;816,1316;BA;M;48
15;816,1316;CE;F;36
8;1242,84;SE;M;47
8;207,14;PA;M;46
12;1449,98;SP;M;25
16;10357;DF;M;46
7;1346,41;AC;M;38
5;1324,6603;PR;M;52
6;724,99;SE;M;42
2;2692,82;GO;M;52
8;828,56;RJ;F;39
12;1035,7;BA;M;43
6;1118,556;SP;F;24
16;3624,95;PR;F;33
14;3417,81;MG;M;34
12;103,57;SP;F;67
1;62,142;MA;M;45
5;165,712;BA;F;45
10;1760,69;RS;F;46
6;1657,12;RS;M;59
9;1035,7;TO;M;44
12;3624,95;PA;M;48
12;2071,4;MT;M;35
16;5178,5;PE;M;45
16;828,56;MT;F;43
8;932,13;RJ;F;60
11;1242,84;RS;M;36
12;1346,41;BA;F;44
8;1145,4842;PA;M;44
1;1553,55;AP;M;62
16;3521,38;SC;F;38
12;1242,84;BA;M;31
16;5696,35;PA;M;37
10;1553,55;BA;M;51
12;816,1316;RJ;M;58
6;724,99;CE;M;30
5;816,1316;PB;M;52
9;517,85;MA;F;36
16;2111,7923;RR;M;36
16;1967,83;RS;F;32
16;1346,41;DF;M;48
12;2899,96;RO;M;56
16;1553,55;RJ;M;46
16;1553,55;RR;M;35
1;621,42;AC;M;58
12;1553,55;MG;M;42
9;1242,84;CE;M;45
6;1760,69;MS;M;24
4;2899,96;AP;M;53
9;1553,55;PR;M;26
16;1130,9844;MG;F;61
9;1553,55;SP;M;20
9;776,775;SP;F;32
12;1139,27;MG;M;37
12;1201,412;CE;M;43
10;1553,55;MG;M;44
1;816,1316;PE;M;37
17;1242,84;BA;M;32
16;6421,34;ES;M;35
12;1760,69;MT;F;28
16;5074,93;GO;F;45
12;3935,66;SP;M;47
4;816,1316;PE;M;35
16;4039,23;CE;F;48
9;517,85;AP;M;39
17;155,355;BA;M;61
1;207,14;BA;M;49
12;1242,84;RJ;M;63
1;828,56;MT;M;44
4;1242,84;SE;M;43
4;155,355;AP;F;59
16;1035,7;MG;F;34
4;621,42;RJ;F;51
12;932,13;MG;F;44
6;1004,629;SP;F;38
16;10357;RJ;M;51
9;414,28;PI;M;23
12;828,56;PA;F;42
15;3107,1;MG;M;60
12;1139,27;RJ;M;46
12;1087,485;SP;F;40
12;1864,26;RJ;M;38
1;207,14;PA;F;38
8;1632,2632;GO;M;40
12;1050,1998;RJ;M;52
12;932,13;CE;F;27
9;1035,7;MT;M;28
7;1398,195;MG;F;49
2;1242,84;MT;M;31
5;724,99;PR;M;58
12;2071,4;RS;M;39
5;466,065;PA;M;46
5;2589,25;SP;M;52
9;1035,7;MG;M;29
16;3386,739;PE;M;33
11;828,56;PE;F;47
16;3314,24;SP;F;32
12;4660,65;GO;M;48
16;17606,9;MG;M;58
12;3107,1;SC;F;53
1;816,1316;PR;M;40
15;1035,7;PE;F;46
5;362,495;MA;F;31
16;1242,84;BA;F;26
5;1864,26;MS;M;48
16;1035,7;RJ;F;55
7;1632,2632;TO;M;38
6;414,28;AP;M;29
14;1242,84;RJ;M;31
16;1864,26;GO;M;32
16;2485,68;AP;M;61
9;816,1316;CE;M;60
2;621,42;MS;M;80
12;1035,7;SP;F;36
9;816,1316;PE;F;56
1;362,495;BA;M;36
12;724,99;BA;F;43
11;1553,55;RS;M;38
16;3107,1;SP;M;82
3;466,065;BA;M;49
15;1760,69;SP;F;31
12;1035,7;TO;M;33
12;932,13;RJ;F;36
5;932,13;SP;M;47
12;124,284;BA;M;52
16;2071,4;RJ;F;60
5;80,7846;PI;M;37
6;921,773;ES;M;40
12;1035,7;PE;M;58
9;517,85;MG;F;40
5;1242,84;RS;F;54
11;1739,976;RO;M;35
11;2382,11;RS;M;56
12;1035,7;TO;M;36
16;3107,1;ES;M;37
12;816,1316;RS;M;45
12;1090,5921;RS;M;34
5;1242,84;MA;M;59
16;1174,4838;GO;F;51
6;816,1316;MG;M;41
12;1242,84;PR;F;20
5;1035,7;PB;M;52
9;3107,1;PR;M;44
12;1553,55;PE;M;52
1;5178,5;SP;M;48
7;1035,7;PR;M;58
12;4660,65;RS;M;53
3;414,28;PA;F;56
12;880,345;PE;F;31
16;1035,7;MS;F;21
16;15535,5;DF;M;51
12;414,28;MG;M;29
16;2174,97;CE;M;28
15;10357;MG;M;34
16;3935,66;DF;F;32
12;2050,686;SP;M;43
9;6214,2;DF;M;63
1;2589,25;SC;M;38
14;816,1316;SP;F;50
12;2589,25;SP;M;45
12;1449,98;RJ;F;37
9;227,854;CE;F;32
3;3107,1;RS;M;35
9;289,996;PE;M;43
16;3624,95;SP;F;32
5;103,57;MA;F;62
12;816,1316;GO;F;37
1;124,284;SP;F;71
16;816,1316;BA;F;49
9;414,28;RN;M;21
5;1346,41;PR;M;64
16;8285,6;RJ;M;47
9;2071,4;SP;F;49
5;1035,7;SC;F;58
12;621,42;GO;F;27
10;828,56;RN;M;48
9;1139,27;RS;M;60
6;4660,65;MT;M;48
5;3624,95;PR;M;47
16;5178,5;RJ;F;59
12;621,42;MA;M;37
1;155,355;CE;M;53
9;828,56;MT;F;34
16;1035,7;RJ;M;28
12;932,13;MS;M;44
5;816,1316;AL;F;62
14;1242,84;PR;M;21
1;517,85;PA;M;51
16;414,28;RS;F;27
16;3107,1;PA;F;40
7;517,85;PR;M;47
3;983,915;CE;M;43
12;2278,54;SP;M;29
9;816,1316;MG;F;39
1;823,3815;CE;M;51
12;2071,4;BA;M;60
16;3417,81;BA;F;41
4;816,1316;TO;M;40
2;1035,7;PA;M;48
10;1139,27;RJ;F;32
12;2071,4;RJ;M;35
16;4142,8;PR;M;51
8;1147,5556;PE;M;40
12;1035,7;PE;F;58
13;2071,4;PR;M;55
9;2071,4;SP;M;56
9;1864,26;CE;F;39
4;1657,12;MG;M;50
12;816,1316;GO;M;25
12;1657,12;RS;M;33
13;4142,8;MT;M;38
16;22785,4;BA;M;64
2;155,355;PA;M;49
5;1864,26;SP;M;44
13;4142,8;TO;M;36
5;880,345;CE;F;21
9;1553,55;MA;F;54
12;3107,1;PR;M;64
8;1035,7;RO;M;30
12;1657,12;SC;M;38
2;828,56;AC;M;43
9;828,56;RS;F;58
10;932,13;BA;M;42
12;816,1316;AP;F;35
12;3107,1;SP;M;54
16;10357;MT;M;33
5;1139,27;SP;M;38
14;932,13;SP;M;42
12;2071,4;ES;M;49
12;880,345;SP;F;58
7;816,1316;PE;F;57
12;3314,24;SC;M;49
12;1242,84;RS;M;54
16;2071,4;RJ;F;52
16;4142,8;SP;M;41
13;2071,4;AP;F;38
4;207,14;MA;M;38
16;5178,5;DF;M;54
9;724,99;MT;F;28
12;1864,26;DF;M;58
1;414,28;MA;M;38
4;414,28;SE;M;34
7;2071,4;BA;M;39
12;1035,7;PA;M;27
8;362,495;AL;M;28
16;2589,25;RS;F;32
15;2589,25;SP;M;31
3;1553,55;ES;M;41
16;4142,8;SP;M;47
14;310,71;SP;M;48
16;6214,2;MG;M;36
16;816,1316;ES;M;45
11;1760,69;RR;M;26
12;3003,53;RS;M;39
9;4660,65;SC;M;49
11;1242,84;TO;M;24
2;816,1316;PE;M;48
5;1035,7;MG;M;41
13;828,56;RJ;M;30
12;1139,27;PA;M;26
7;880,345;RJ;M;45
12;1346,41;GO;M;26
12;1760,69;PA;M;24
12;4660,65;TO;M;34
12;2071,4;RJ;M;32
12;932,13;BA;M;42
13;1657,12;MG;F;48
8;1760,69;AP;M;26
12;906,2375;MG;M;63
6;362,495;RS;M;63
16;1242,84;AP;F;50
12;2692,82;RS;M;48
13;1553,55;PI;F;40
16;2899,96;MT;F;33
1;310,71;AP;M;61
9;963,201;RS;F;39
9;5178,5;SP;F;57
15;2899,96;ES;M;45
16;2589,25;DF;M;34
12;2071,4;MG;M;56
6;3624,95;GO;M;49
16;5178,5;BA;F;42
16;8285,6;DF;M;59
16;3832,09;BA;M;54
12;2899,96;SC;M;24
12;828,56;AP;F;60
13;2589,25;RJ;M;24
15;10357;SP;M;55
9;1035,7;RS;M;46
11;1242,84;SP;M;31
6;2071,4;PR;M;42
8;207,14;PE;F;41
